Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
JBSS,"John B Sanfilippo",69.84,-0.78,-1.10%,70.86,69.5,66000,10/09/18
JBT,"John Bean Technologies Corp",109.5,0.03,+0.03%,111.67,108.85,156100,10/09/18
JCP,"J.C. Penney Company Inc",1.67,0.01,+0.60%,1.7,1.63,7317000,10/09/18
JJSF,"J J Snack Foods",147.95,-1.03,-0.69%,149.5,147.68,59700,10/09/18
JRVR,"James River Gp HD",42.45,0.34,+0.81%,42.56,41.98,134100,10/09/18
KALU,"Kaiser Aluminum",105.51,-1.47,-1.37%,108.35,105.41,82900,10/09/18
KAMN,"Kaman Corp",65.18,-1.1,-1.66%,66.3,65.09,214800,10/09/18
KELYA,"Kelly Svcs Cl A",22.53,0.06,+0.27%,22.99,22.27,145200,10/09/18
KEM,"Kemet Corp",17.3,0.14,+0.82%,17.81,17.17,1841100,10/09/18
KFY,"Korn/Ferry International",47.24,0.09,+0.19%,47.64,46.81,603700,10/09/18
KIRK,"Kirkland's Inc",9.45,-0.06,-0.63%,9.68,9.41,176400,10/09/18
KLIC,"Kulicke and Soffa",21.92,0.18,+0.83%,22.39,21.65,952400,10/09/18
KLXE,"Klx Energy Services Holdings Inc",34.49,0.73,+2.16%,34.81,33.02,328500,10/09/18
KN,"Knowles Corp",14.52,-0.11,-0.75%,14.7,14.36,1089300,10/09/18
KOP,"Koppers Holdings Inc",32.03,-0.11,-0.34%,32.18,31.84,257400,10/09/18
KOPN,"Kopin Cp",2.22,0.03,+1.37%,2.26,2.15,236900,10/09/18
KRA,"Kraton Performance Polymers Inc",41.19,-1.66,-3.87%,42.87,41.14,165500,10/09/18
KRG,"Kite Realty Group Trust",15.84,-0.1,-0.63%,16.06,15.78,515800,10/09/18
KS,"Kapstone Paper and Packaging Corp",32.42,-1.28,-3.80%,33.74,32.21,2861900,10/09/18
KWR,"Quaker Chemical Corp",198.76,-2.3,-1.14%,200.64,197.17,91600,10/09/18
LABL,"Multi Color Cp",60.8,-1.25,-2.01%,63.06,60.74,66100,10/09/18
LAD,"Lithia Motors",77.98,-1.79,-2.24%,79.59,77.86,271300,10/09/18
LCI,"Lannett Co Inc",3.71,-0.04,-1.07%,3.8,3.35,3533200,10/09/18
LCII,"Lci Industries",78.53,-1.77,-2.20%,80.24,77.67,177100,10/09/18
LDL,"Lydall Inc",37.82,-0.62,-1.61%,38.47,37.64,81100,10/09/18
LGIH,"LGI Homes Inc",41.1,-0.5,-1.20%,42.46,40.52,828400,10/09/18
LGND,"Ligand Pharm",235.18,-11.92,-4.82%,251.5,233.98,906000,10/09/18
LHCG,"LHC Group Inc",100.04,1.06,+1.07%,101.15,98.7,288800,10/09/18
LION,"Fidelity Southern Cp",23.96,0.03,+0.13%,24.09,23.74,81500,10/09/18
LKSD,"Lsc Communications Inc",9.59,-0.55,-5.42%,10.18,9.53,246200,10/09/18
LL,"Lumber Liquidators Holdings Inc",13.72,-0.1,-0.72%,14.24,13.65,925200,10/09/18
LMAT,"Lemaitre Vascular",26.64,-1.77,-6.23%,28.68,26.63,282700,10/09/18
LMNX,"Luminex Corp",27.63,0.29,+1.06%,27.8,27.17,263400,10/09/18
LNN,"Lindsay Corp",98.99,-1.64,-1.63%,100.54,97.62,92300,10/09/18
LNTH,"Lantheus Holdings",14.18,0.08,+0.57%,14.34,13.79,210400,10/09/18
LOCO,"El Pollo Loco",12.61,0.14,+1.12%,12.75,12.47,192100,10/09/18
LPI,"Laredo Petroleum Holdings Inc",7.17,-0.01,-0.14%,7.42,7.1,5962400,10/09/18
LPSN,"Liveperson Inc",23.41,0.2,+0.86%,23.85,23.08,450200,10/09/18
LQDT,"Liquidity Services",5.51,-0.01,-0.18%,5.64,5.33,66600,10/09/18
LTC,"Ltc Properties",44,0.52,+1.20%,44.22,43.29,162700,10/09/18
LTXB,"Legacytexas Fnl",42.88,0.03,+0.07%,43.2,42.29,179300,10/09/18
LXP,"Lexington Realty Trust",8.25,0.09,+1.10%,8.25,8.14,1245500,10/09/18
LXU,"Lsb Industries Inc",8.85,-0.67,-7.04%,9.51,8.83,146400,10/09/18
LZB,"La-Z-Boy Inc",28.98,-0.65,-2.19%,29.76,28.66,315300,10/09/18
MANT,"Mantech Intl Cp A",59.28,0.35,+0.59%,60.03,58.56,129300,10/09/18
MATW,"Matthews Intl Corp",45.84,-0.6,-1.29%,46.65,45.69,108600,10/09/18
MATX,"Matson Inc",39.43,-0.29,-0.73%,39.88,39.2,211200,10/09/18
MCRI,"Monarch Casino",45.03,0.62,+1.40%,45.33,44.38,83900,10/09/18
MCS,"Marcus Corp",43.94,0.63,+1.45%,44.06,43.39,242300,10/09/18
MDC,"M.D.C. Holdings",27.78,-0.61,-2.15%,28.43,27.68,305200,10/09/18
MDCO,"Medicines Co",27.71,-0.21,-0.75%,28.35,27.47,855900,10/09/18
MDXG,"Mimedx Group Inc",5.44,-0.06,-1.09%,5.63,5.37,1322500,10/09/18
MED,"Medifast Inc",206.66,-1.87,-0.90%,213.78,204.12,180300,10/09/18
MEI,"Methode Electronics",31.25,-0.63,-1.98%,31.92,31.06,155100,10/09/18
MGLN,"Magellan Health",70.79,-0.02,-0.03%,71.38,70.05,241800,10/09/18
MGPI,"MGP Ingredients Inc",76.97,0.79,+1.04%,77.59,75.93,102200,10/09/18
MHLD,"Maiden Holdings Ltd",3.31,-0.2,-5.70%,3.49,3.15,777400,10/09/18
MHO,"M/I Homes",23.24,-0.31,-1.32%,23.8,23.23,301500,10/09/18
MINI,"Mobile Mini Inc",42.6,-0.15,-0.35%,43.04,42.13,142600,10/09/18
MLI,"Mueller Industries",27.44,0.15,+0.55%,27.69,27.19,224500,10/09/18
MMSI,"Merit Medical Sys",62.69,-1.39,-2.17%,65.34,62.67,892600,10/09/18
MNRO,"Monro Muffler Brak",69.03,0.08,+0.12%,70.29,68.57,202600,10/09/18
MNTA,"Momenta Pharma",20.67,0.41,+2.02%,21.1,20.12,874900,10/09/18
MOG.A,"Moog Inc Cl A",82.95,-1.13,-1.34%,84.05,82.8,135200,10/09/18
MOV,"Movado Group Inc",40.41,0.01,+0.02%,40.84,39.81,226100,10/09/18
MPAA,"Motorcar Parts Amer",22.22,-0.04,-0.18%,22.6,21.86,185100,10/09/18
MRCY,"Mercury Sys Inc",54.19,-0.43,-0.79%,55.29,53.93,399000,10/09/18
MRTN,"Marten Transport L",20.1,0,0.00%,20.46,20.09,330700,10/09/18
MSTR,"Microstrategy Cl A",130.71,-0.13,-0.10%,132.18,128.64,65000,10/09/18
MTH,"Meritage Corp",37.15,-0.98,-2.57%,38.17,37.13,475700,10/09/18
MTRN,"Materion Corp",56.84,-1.78,-3.04%,58.37,56.66,129000,10/09/18
MTRX,"Matrix Service Co",24.46,0.68,+2.86%,24.62,23.71,230900,10/09/18
MTSC,"M T S Systems Cp",54.22,0.69,+1.29%,54.41,53.56,54200,10/09/18
MXL,"Maxlinear Inc",17.09,-0.36,-2.06%,17.5,16.96,504900,10/09/18
MYE,"Myers Industries",17.12,-0.39,-2.23%,17.59,17.07,308500,10/09/18
MYGN,"Myriad Genetics Inc",43.19,0.17,+0.40%,44.21,42.49,629500,10/09/18
MYRG,"MYR Group Inc",33.77,0.32,+0.96%,34.26,32.78,117700,10/09/18
NANO,"Nanometrics Inc",31.1,0.13,+0.42%,31.57,30.31,359300,10/09/18
NAVG,"Navigators Grp Inc",69.23,0.03,+0.04%,69.47,69.13,133900,10/09/18
NBHC,"National Bank Holdings Corp",37.57,0.09,+0.24%,37.7,37.27,108700,10/09/18
NBTB,"NBT Bancorp Inc",38.7,0.46,+1.20%,38.87,38.06,88300,10/09/18
NCI,"Navigant Consulting",23.16,-0.55,-2.32%,24.02,23.16,470900,10/09/18
NE,"Noble Corp",7.19,0.02,+0.28%,7.44,6.95,8483600,10/09/18
NEOG,"Neogen Cp",64.69,-0.97,-1.48%,65.9,64.05,408400,10/09/18
NEWM,"New Media Investment Group Inc",15.97,0.04,+0.25%,16.06,15.93,356900,10/09/18
NFBK,"Northfield Bncrp Del",15.75,0.21,+1.35%,15.91,15.51,89500,10/09/18
NGVT,"Ingevity Corp",94.04,-0.76,-0.80%,95.32,93.9,264300,10/09/18
NLS,"Nautilus Group",13.29,-0.03,-0.23%,13.47,13.19,123900,10/09/18
NMIH,"Nmi Holdings Cmn A",20.72,-0.06,-0.29%,20.91,20.36,407300,10/09/18
NP,"Neenah Paper",80.75,-1.32,-1.61%,82.15,80.28,70000,10/09/18
NPK,"National Presto Industries",131.81,0.79,+0.60%,133.62,129.49,31400,10/09/18
NPO,"Enpro Industries",73.73,-1.06,-1.42%,75.2,73.58,106800,10/09/18
NR,"Newpark Resources",10.82,0.35,+3.34%,10.9,10.47,554700,10/09/18
NSA,"National Storage Affiliates Tru",25.61,0.21,+0.83%,25.65,25.31,360300,10/09/18
NSIT,"Insight Enterpr",49.44,0.06,+0.12%,50.09,48.91,209400,10/09/18
NSP,"Insperity Inc",113.73,1.05,+0.93%,114.21,111.71,305200,10/09/18
NTGR,"Netgear Inc",58.66,0.22,+0.38%,59.26,58.12,326800,10/09/18
NTRI,"Nutrisystem Inc",37,-0.23,-0.62%,37.76,36.74,595100,10/09/18
NWBI,"Northwest Bancshares",17.35,0.04,+0.23%,17.41,17.24,310200,10/09/18
NWN,"Northwest Natural Gas Company",70.71,0.62,+0.88%,71.22,70.2,151000,10/09/18
NX,"Quanex Building Products Corp",17.05,-0.24,-1.39%,17.52,17.03,175000,10/09/18
NXGN,"Nextgen Healthcare Inc",19.17,0.08,+0.42%,19.5,19.02,232600,10/09/18
NYMT,"New York Mtge Trust",6.06,0.06,+1.00%,6.07,5.98,904300,10/09/18
OCLR,"Oclaro Inc",8.51,0.01,+0.12%,8.62,8.45,1324400,10/09/18
ODP,"Office Depot",2.95,-0.03,-1.01%,3.01,2.91,4590400,10/09/18
OFG,"Oriental Financial Group",16.16,0.05,+0.31%,16.26,15.97,312400,10/09/18
OFIX,"Orthofix Intl Nv",56.07,-0.44,-0.78%,57.38,55.98,291100,10/09/18
OIS,"Oil States International",33.44,0.39,+1.18%,33.94,32.86,327100,10/09/18
OMCL,"Omnicell Inc",66.25,0.38,+0.58%,66.54,65.18,432200,10/09/18
OMI,"Owens & Minor",16.4,-0.44,-2.61%,16.93,16.32,850100,10/09/18
ONB,"Old National Bncp",20.19,-0.01,-0.05%,20.27,20.04,717300,10/09/18
OPB,"Opus Bank",27.15,0.01,+0.04%,27.37,27,80700,10/09/18
ORIT,"Oritani Financial",15.8,0.07,+0.41%,15.85,15.73,136900,10/09/18
ORN,"Orion Group Holdings Inc",6.96,0.06,+0.87%,7.13,6.82,155000,10/09/18
OSIS,"O S I Systems Inc",71.68,-0.3,-0.42%,72.41,71.1,67300,10/09/18
OSPN,"Onespan Inc",17.74,-0.46,-2.53%,18.45,17.54,197900,10/09/18
OSUR,"Orasure Tech Inc",14.9,0.05,+0.34%,15.11,14.6,310300,10/09/18
OXM,"Oxford Industries",82.83,-1.18,-1.40%,84.38,82.4,132400,10/09/18
PAHC,"Phibro Anl Htlh A",42.67,-0.24,-0.56%,43.85,42.25,103200,10/09/18
PARR,"Par Petroleum Corp",19.26,-0.06,-0.31%,19.57,19.12,264700,10/09/18
PATK,"Patrick Inds Inc",53.74,-1.52,-2.75%,55.26,53.37,216500,10/09/18
PDCE,"Pdc Energy Inc",51.49,0.74,+1.46%,52.61,49.96,1182200,10/09/18
PDFS,"Pdf Solutions Inc",8.71,0.16,+1.87%,8.82,8.53,120200,10/09/18
PEI,"Pennsylvania Real Estate Investment",9.23,-0.14,-1.49%,9.55,9.21,1023700,10/09/18
PENN,"Penn Natl Gaming Inc",28.78,0.32,+1.12%,28.92,27.65,17877199,10/09/18
PERY,"Perry Ellis Int",27.45,0,0.00%,27.48,27.41,101800,10/09/18
PES,"Pioneer Energy Services Corp",3.19,0.15,+4.93%,3.22,3.04,539300,10/09/18
PETS,"Petmed Express Inc",30.35,-0.03,-0.10%,30.98,30.27,399200,10/09/18
PFBC,"Preferred Bank La",60.17,-0.48,-0.79%,61.4,59.9,91300,10/09/18
PFS,"Provident Financial Services",24.63,0.03,+0.12%,24.77,24.4,145400,10/09/18
PGNX,"Progenics Pharmaceut",5.89,-0.03,-0.51%,6.11,5.87,1385200,10/09/18
PGTI,"Pgt Inc",20.1,-0.82,-3.92%,21.14,19.95,892700,10/09/18
PJC,"Piper Jaffray Companies",75.01,-0.4,-0.53%,75.72,74.78,86100,10/09/18
PKE,"Park Electrochemical Corp",19.5,0,0.00%,19.69,19.35,130200,10/09/18
PLAB,"Photronics Inc",9.28,0.05,+0.54%,9.33,9.13,659300,10/09/18
PLAY,"Dave & Buster's Ente",63.98,0.15,+0.23%,64.45,63.37,640100,10/09/18
PLCE,"Children's Place Inc",129.75,0.65,+0.50%,131.27,128.9,596300,10/09/18
PLUS,"Eplus Inc",84.66,-0.9,-1.05%,86.21,83.71,100000,10/09/18
PLXS,"Plexus Cp",54.47,0.13,+0.24%,54.84,53.91,145700,10/09/18
PMT,"Pennymac Mortgage Investment Trust",20.18,0.17,+0.85%,20.23,19.98,439300,10/09/18
POWI,"Power Integratn",57.7,0.18,+0.31%,58.1,56.7,171800,10/09/18
POWL,"Powell Inds Inc",33.64,-0.2,-0.59%,34.4,33.42,24600,10/09/18
PPBI,"Pacific Premier Bncp",37.23,-0.21,-0.56%,37.5,37.02,319100,10/09/18
PRA,"Pro-Assurance Corp",46.28,0.13,+0.28%,46.81,46,335700,10/09/18
PRAA,"Pra Group Inc",34.29,-0.14,-0.41%,34.83,34,184800,10/09/18
PRFT,"Perficient Inc",25.83,0.01,+0.04%,26.1,25.49,260100,10/09/18
PRGS,"Progress Software",33.59,-0.12,-0.36%,34.26,33.19,484900,10/09/18
PRLB,"Proto Labs Inc",139.55,-4.11,-2.86%,145.19,139.32,209800,10/09/18
PRSC,"Providence Svc Cp",67.17,-0.68,-1.00%,68.38,67.12,54700,10/09/18
PSB,"Business Parks",126.99,0.67,+0.53%,127.5,126.09,135600,10/09/18
PUMP,"Propetro Holding Corp",18.34,0.32,+1.78%,18.56,18.06,1192600,10/09/18
PVAC,"Penn Va Corp",85.57,0.33,+0.39%,88.21,83.64,304000,10/09/18
QHC,"Quorum Health Corp",4.45,-0.19,-4.09%,4.83,4.44,154900,10/09/18
QLYS,"Qualys Inc",75.49,-2.11,-2.72%,79.27,74.21,784200,10/09/18
QNST,"Quinstreet Inc",14.09,0.44,+3.22%,14.2,13.57,708000,10/09/18
RAVN,"Raven Industries Inc",46.15,0.15,+0.33%,46.87,45,157300,10/09/18
RCII,"Rent-A-Center Inc",14.27,-0.03,-0.21%,14.38,14.25,887700,10/09/18
RECN,"Resources Connect",18.29,-0.1,-0.54%,18.68,18.04,261600,10/09/18
REGI,"Renewable Energy",27.74,-0.07,-0.25%,28.13,27.3,609200,10/09/18
REI,"Ring Energy Inc",8.51,0.18,+2.16%,8.69,8.31,1052600,10/09/18
REX,"Rex American Resources Corp",77.38,0.22,+0.29%,79.97,77.26,41600,10/09/18
RGEN,"Repligen Cp",54.03,-0.66,-1.21%,54.97,53.88,490000,10/09/18
RGNX,"Regenxbio Inc",63.95,0.4,+0.63%,66.14,63.16,377300,10/09/18
RGR,"Sturm Ruger & Company",65.02,1.43,+2.25%,65.69,63.59,178900,10/09/18
RGS,"Regis Corp",19.92,0.62,+3.21%,19.98,19.27,286800,10/09/18
RH,"Restoration Hardware Holdings",108.69,-2.13,-1.92%,114.5,107.92,1054000,10/09/18
RLI,"Rli Corp",76.82,1.01,+1.33%,77.23,75.61,103200,10/09/18
RMAX,"Re/Max Holdings Inc",42.09,-0.57,-1.34%,42.63,42.06,95400,10/09/18
RMBS,"Rambus Inc",9.68,-0.03,-0.31%,9.8,9.61,936000,10/09/18
ROCK,"Gibraltar Ind Inc",41.7,-1,-2.34%,42.7,41.63,111600,10/09/18
ROG,"Rogers Corp",133.92,-0.37,-0.28%,136.23,133.58,105800,10/09/18
ROIC,"Retail Opp Invts Cp",18.5,-0.15,-0.80%,18.65,18.31,719300,10/09/18
RPT,"Ramco-Gershenson Properties Trust",12.91,-0.15,-1.15%,13.11,12.83,558400,10/09/18
RRD,"Donnelley [R.R.] & Sons Co",4.6,0.07,+1.55%,4.67,4.43,705800,10/09/18
RRGB,"Red Robin Gourm",39.62,0.15,+0.38%,40.13,39.32,220300,10/09/18
RTEC,"Rudolph Technologies",20.01,0.32,+1.63%,20.15,19.7,454100,10/09/18
RUTH,"Ruth's Hospitality",30.02,0.16,+0.54%,30.54,29.75,179100,10/09/18
RWT,"Redwood Trust",16.19,0.07,+0.43%,16.2,16.05,767100,10/09/18
RYAM,"Rayonier Advanced Materials Inc",16.85,-0.71,-4.04%,17.56,16.71,702000,10/09/18
SAFT,"Safety Ins Group Inc",86.16,1.17,+1.38%,86.65,84.79,44800,10/09/18
SAH,"Sonic Automotive",18.44,0.25,+1.37%,18.6,18.17,140600,10/09/18
SAIA,"Saia Inc",66.34,-1.08,-1.60%,68.4,66.11,212900,10/09/18
SANM,"Sanmina Corp",24.83,-0.43,-1.70%,25.39,24.7,259700,10/09/18
SBCF,"Seacoast Banking Cp",29.47,-0.13,-0.44%,29.84,29.38,163300,10/09/18
SBSI,"Southside Bancshares",35.2,0.33,+0.95%,35.21,34.6,177800,10/09/18
SCHL,"Scholastic Cp",43.07,-0.15,-0.35%,43.69,42.93,168500,10/09/18
SCL,"Stepan Company",84.75,0.07,+0.08%,85.38,84.08,108600,10/09/18
SCSC,"Scansource Inc",37.54,0.02,+0.05%,38.01,37.16,67400,10/09/18
SCVL,"Shoe Carnival Inc",37.53,1.12,+3.08%,37.61,36.41,316000,10/09/18
SEDG,"Solaredge Tech",38.8,-0.73,-1.85%,39.85,38.61,875100,10/09/18
SEM,"Select Medical Holdings Corp",17.93,0.3,+1.70%,18.09,17.6,419100,10/09/18
SENEA,"Seneca Foods Cp A",32.52,0.41,+1.28%,32.99,31.83,14800,10/09/18
SFBS,"Servisfirst Bancs",38.2,-0.12,-0.31%,38.68,38.11,122400,10/09/18
SFLY,"Shutterfly Inc",61.48,-0.7,-1.13%,62.6,61.01,577300,10/09/18
SFNC,"Simmons First Natl",29.39,-0.02,-0.07%,29.62,29.3,348400,10/09/18
SHAK,"Shake Shack Inc",61.75,0.72,+1.18%,62.84,61.11,513400,10/09/18
SHOO,"Steven Maddens Ltd",48.76,-0.99,-1.99%,50.19,48.49,565100,10/09/18
SIGI,"Selective Ins Group",62.52,1.51,+2.48%,62.65,60.82,213400,10/09/18
SJI,"South Jersey Industries",36.13,0,0.00%,36.62,35.92,456700,10/09/18
SKYW,"Skywest Inc",52.68,-0.19,-0.36%,53.26,52.3,267500,10/09/18
SLCA,"U.S. Silica Holdings Inc",20.53,0.47,+2.34%,20.82,19.84,1694700,10/09/18
SMP,"Standard Motor Products",46.75,-0.44,-0.93%,47.2,46.74,101800,10/09/18
SMTC,"Semtech Corp",50.76,-0.87,-1.69%,52.45,50.45,641600,10/09/18
SNBR,"Sleep Number Corporation",33.17,-2.38,-6.69%,35.41,33.1,675900,10/09/18
SONC,"Sonic Cp",43.37,-0.01,-0.02%,43.5,43.3,693600,10/09/18
SPOK,"Spok Holdings Inc",15.5,0.18,+1.17%,15.65,15.06,67100,10/09/18
SPPI,"Spectrum Pharma Inc",14.99,-0.73,-4.64%,15.86,14.86,1064400,10/09/18
SPSC,"Sps Commerce Inc",89.38,-1.58,-1.74%,92.32,89.19,139200,10/09/18
SPTN,"Spartannash Company",18.23,-0.8,-4.20%,19.17,18.17,190400,10/09/18
SPXC,"SPX Corp",31.87,-0.52,-1.61%,32.46,31.75,195600,10/09/18
SR,"Spire Inc",74.45,0.17,+0.23%,75.29,74.03,160500,10/09/18
SRCI,"Src Energy Inc",9.16,0.13,+1.44%,9.29,9.01,2846300,10/09/18
SRDX,"Surmodics Inc",64.47,0.13,+0.20%,65.88,63.35,127800,10/09/18
SSD,"Simpson Manufacturing Company",69.33,-0.8,-1.14%,70.75,69.2,297000,10/09/18
SSP,"E.W. Scripps Company",16.81,0.09,+0.54%,17.03,16.68,448400,10/09/18
SSTK,"Shutterstock Inc",48.9,-0.36,-0.73%,50,48.57,196800,10/09/18
STAR,"Istar Financial Inc",11.12,0.03,+0.27%,11.2,11.05,522400,10/09/18
STBA,"S&T Bancorp Inc",42.85,0.47,+1.11%,42.94,42.27,88900,10/09/18
STC,"Stewart Information Services Corp",44.83,0.2,+0.45%,45.16,44.44,111800,10/09/18
STMP,"Stamps.com Inc",213.43,-3.83,-1.76%,223.08,211.48,324400,10/09/18
STRA,"Strayer Education",129.56,1.62,+1.27%,130.55,127.53,118200,10/09/18
SUP,"Superior Industries International",13.94,-0.77,-5.23%,14.78,13.8,323500,10/09/18
SUPN,"Supernus Pharm",47.17,0.18,+0.38%,47.87,46.59,399800,10/09/18
SVU,"Supervalu Inc",32.05,-0.04,-0.12%,32.15,32.05,1329700,10/09/18
SWM,"Schweitzer-Mauduit International",35.05,-0.21,-0.60%,35.32,34.9,200300,10/09/18
SXC,"Suncoke Energy Inc",11.67,-0.02,-0.17%,11.9,11.66,228100,10/09/18
SXI,"Standex International Corp",106.67,-0.56,-0.52%,108.31,105.78,43400,10/09/18
SYKE,"Sykes Enterprises",30.35,0.32,+1.07%,30.53,29.88,140400,10/09/18
TBI,"Trueblue Inc",25.35,-0.05,-0.20%,25.53,25.08,206400,10/09/18
TBK,"Triumph Bancorp",37.95,0.06,+0.16%,38.83,37.29,157500,10/09/18
TCMD,"Tactile Systems Technology Inc",62.2,-0.58,-0.92%,64.09,61.8,120200,10/09/18
TG,"Tredegar Corp",20.78,-0.16,-0.76%,20.99,20.48,191400,10/09/18
TGI,"Triumph Group",20.08,-1.43,-6.65%,21.67,19.86,836500,10/09/18
THRM,"Gentherm Inc",42.7,-0.99,-2.27%,43.88,42.36,364400,10/09/18
TILE,"Interface Inc",21.37,-0.71,-3.22%,22.13,21.21,343300,10/09/18
TISI,"Team Inc",22.54,0.14,+0.63%,23.21,22.22,242400,10/09/18
TIVO,"Tivo Corp",12.34,-0.11,-0.88%,12.61,12.33,597600,10/09/18
TLRD,"Tailored Brands Inc",22.1,0,0.00%,22.5,21.87,668300,10/09/18
TMP,Tompkinstrustco,82.64,1.08,+1.32%,82.95,81.05,37100,10/09/18
TMST,"Timken Steel Corp",14.25,-0.17,-1.18%,14.48,14.06,335000,10/09/18
TNC,"Tennant Company",71.78,0.57,+0.80%,72.18,70.79,58100,10/09/18
TPRE,"Third Point Reinsurance Ltd Co",12.57,0.11,+0.88%,12.65,12.38,455700,10/09/18
TREX,"Trex Company",69.5,-2.4,-3.34%,72.82,69.29,473600,10/09/18
TRHC,"Tabula Rasa Healthcare Inc",76.22,3.75,+5.17%,78.24,72.66,324000,10/09/18
TRST,"Trustco Bank Corp NY",8.33,0.03,+0.36%,8.4,8.25,254700,10/09/18
TTEC,"Teletech Hldgs",25.28,-0.16,-0.63%,26.17,24.87,125300,10/09/18
TTEK,"Tetra Tech Inc",68.27,0.67,+0.99%,68.58,67.39,206500,10/09/18
TTI,"Tetra Technologies",4.12,0.17,+4.30%,4.21,3.94,702300,10/09/18
TTMI,"TTM Technologies I",14.48,0.02,+0.14%,14.71,14.3,1017100,10/09/18
TTS,"Tile Shop Hldgs",6.33,-0.21,-3.21%,6.75,6.31,297000,10/09/18
TVPT,"Travelport Worldwide Ltd",15.62,-0.12,-0.76%,15.8,15.49,793100,10/09/18
TVTY,"Tivity Health",33.1,0.4,+1.22%,33.28,32.56,320900,10/09/18
TWI,"Titan International",7.28,-0.12,-1.62%,7.39,7.27,192600,10/09/18
TYPE,"Monotype Imag. Hold.",19.79,0.27,+1.38%,19.88,19.46,319100,10/09/18
UBA,"Urstadt Biddle Properties Inc",20.78,0.04,+0.19%,20.9,20.53,78900,10/09/18
UCBI,"United Comm Banks",27.64,-0.19,-0.68%,27.93,27.57,479900,10/09/18
UCTT,"Ultra Clean Holdings",11.45,-0.48,-4.02%,12,11.36,501300,10/09/18
UEIC,"Universal Elect In",35.63,-0.53,-1.47%,37,35.52,62700,10/09/18
UFCS,"United Fire Group I",50.22,1.17,+2.39%,50.51,48.75,62000,10/09/18
UFI,"Unifi Inc",26.53,0.2,+0.76%,26.9,26.21,68500,10/09/18
UFPI,"Universal Forest Prd",34.31,-0.68,-1.94%,35.14,34.3,423900,10/09/18
UHT,"Universal Health Realty Income Trust",73.69,2.72,+3.83%,74,70.49,42300,10/09/18
UIHC,"United Insurance Hld",20.84,0.46,+2.26%,20.97,20.31,105300,10/09/18
UIS,"Unisys Corp",19.31,-0.06,-0.31%,19.86,19.28,951000,10/09/18
UNF,"Unifirst Corp",166.78,0.03,+0.02%,168.84,166.27,72700,10/09/18
UNT,"Unit Corp",27.17,0.39,+1.46%,27.88,26.82,431800,10/09/18
USCR,"U S Concrete Inc",40.75,-0.74,-1.78%,42.24,40.7,302500,10/09/18
USPH,"U.S. Physical Therapy",113.54,0.29,+0.26%,115.77,113.28,58500,10/09/18
UVE,"Universal Insurance Holdings Inc",48.43,0.86,+1.81%,48.59,46.75,358600,10/09/18
UVV,"Universal Corp",66.25,-0.08,-0.12%,68.57,66.14,295300,10/09/18
VECO,"Veeco Instrument",9.85,-0.22,-2.18%,10.11,9.82,487400,10/09/18
VG,"Vonage Holdings",13.93,-0.03,-0.21%,14.2,13.84,1746000,10/09/18
VIAV,"Viavi Solutions",12.06,-0.14,-1.15%,12.29,12.03,2002800,10/09/18
VICR,"Vicor Cp",40.35,-1.14,-2.75%,41.72,40.27,302400,10/09/18
VIVO,"Meridian Bioscience",14.52,-0.13,-0.89%,14.73,14.35,151000,10/09/18
VNDA,"Vanda Pharmaceutical",22.81,-0.19,-0.83%,23.44,22.72,626800,10/09/18
VRA,"Vera Bradley",14.05,0.11,+0.79%,14.4,13.91,407400,10/09/18
VREX,"Varex Imaging Corp",26.82,-0.16,-0.59%,27.4,26.73,375900,10/09/18
VRTS,"Virtus Inv Prts",113.06,-0.44,-0.39%,117.95,112.36,45100,10/09/18
VRTU,"Virtusa Corp",52.64,0.01,+0.02%,52.99,51.75,93400,10/09/18
VRTV,"Veritiv Corp",33.71,-0.49,-1.43%,34.49,32.99,337100,10/09/18
VSI,"Vitamin Shoppe Inc",8.93,0.09,+1.02%,9.23,8.71,501000,10/09/18
VSTO,"Vista Outdoor Inc",16.02,-0.19,-1.17%,16.3,15.99,291900,10/09/18
VVI,"Viad Corp",55.55,-0.66,-1.17%,56.71,55.52,97100,10/09/18
WABC,"Westamerica Bancorp",61,0.18,+0.30%,61.55,60.61,64700,10/09/18
WAGE,"Wageworks Inc",40.94,0.05,+0.12%,41.61,40.83,218300,10/09/18
WD,"Walker & Dunlop",49.52,-1.14,-2.25%,50.48,49.45,282800,10/09/18
WDFC,"W D 40 Co",161.99,-0.72,-0.44%,163.82,161.61,47200,10/09/18
WDR,"Waddell & Reed Financial",20.96,0.03,+0.14%,21.07,20.78,1057400,10/09/18
WETF,"Wisdomtree Invstmnts",7.89,-0.17,-2.11%,8.2,7.84,1908600,10/09/18
WGO,"Winnebago Industries",30.53,-1.63,-5.07%,32.15,30.42,667600,10/09/18
WING,"Wingstop Inc",69.66,-0.82,-1.16%,72.26,69.42,541500,10/09/18
WIRE,"Encore Wire Cp",47.51,-0.05,-0.11%,48.17,47.26,115000,10/09/18
WLH,"William Lyon Homes",14.85,-0.24,-1.59%,16.06,14.8,850800,10/09/18
WNC,"Wabash National Corp",17.33,-0.12,-0.69%,17.62,17.21,785400,10/09/18
WPG,"Washington Prime Group Inc",6.77,-0.01,-0.15%,6.87,6.72,1370800,10/09/18
WRLD,"World Acceptance Cp",104.27,-0.45,-0.43%,105.85,103.61,43300,10/09/18
